id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
0,search  For  Array  Object,Array  Element  Transformer,Set  Local,vt  vt  vt  vt  vt  vt,get  Op  get  Op  get  Op  get  Op  add  get  Op  get  Op  get  Op  get  Op  add  get  Op  get  Op  add,Array  Element  Transformer,phis  tmp  current  Stmt  Array  Value  s  Index  Type  index  Type  s  parent  size  other  Parents  elements  stmt,transform  Report  Changed  merge  init  First  Frame  exec  use  travel  main,Ir  Method  Array  Value  Array  Value  Stmt  Stmt  Stmt  Array  Value  Stmt  Value  Value  String,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String,Array  Element  Transformer,0,0
1,search  For  Array  Object,Array  Element  Transformer,Set  Local,vt  vt  vt  vt  vt  vt,get  Op  get  Op  get  Op  get  Op  add  get  Op  get  Op  get  Op  get  Op  add  get  Op  get  Op  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String,Array  Element  Transformer,Array  Element  Transformer,phis  tmp  current  Stmt  Array  Value  s  Index  Type  index  Type  s  parent  size  other  Parents  elements  stmt,transform  Report  Changed  merge  init  First  Frame  exec  use  travel  main,Ir  Method  Array  Value  Array  Value  Stmt  Stmt  Stmt  Array  Value  Stmt  Value  Value  String,1,1
2,rm  Unused,Set  Label  Stmt  Clean  Label,void,,get  First  contains  get  Next  remove  get  Next,Clean  Label,,transform  add  Vars  add  Stmt  add  Trap,Ir  Method  List  Local  Var  Set  Label  Stmt  Stmt  List  Set  Label  Stmt  List  Trap  Set  Label  Stmt,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,0,0
3,rm  Unused,Set  Label  Stmt  Clean  Label,void,,get  First  contains  get  Next  remove  get  Next,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,Clean  Label,,transform  add  Vars  add  Stmt  add  Trap,Ir  Method  List  Local  Var  Set  Label  Stmt  Stmt  List  Set  Label  Stmt  List  Trap  Set  Label  Stmt,1,1
4,add  Stmt,Stmt  List  Set  Label  Stmt,void,,get  First  get  Next  add  get  Target  add  add,Clean  Label,,transform  add  Vars  add  Trap,Ir  Method  List  Local  Var  Set  Label  Stmt  Stmt  List  Set  Label  Stmt  List  Trap  Set  Label  Stmt,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,0,0
5,add  Stmt,Stmt  List  Set  Label  Stmt,void,,get  First  get  Next  add  get  Target  add  add,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,Clean  Label,,transform  add  Vars  add  Trap,Ir  Method  List  Local  Var  Set  Label  Stmt  Stmt  List  Set  Label  Stmt  List  Trap  Set  Label  Stmt,1,0
6,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,0,0
7,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,1,0
8,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,Stmt  List  Label  Stmt  End  Remover  st  st  Value  Value  st  Value  Value  Value  Value  int  st  et  Label  And  Local  Mapper  Value  Value  Value  Value,0,0
9,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,Stmt  List  Label  Stmt  End  Remover  st  st  Value  Value  st  Value  Value  Value  Value  int  st  et  Label  And  Local  Mapper  Value  Value  Value  Value,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,1,1
10,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,Label  Stmt,display  Name  line  Number  phis  tag,Label  Stmt  clone  get  Display  Name  to  String,Label  And  Local  Mapper,0,0
11,move  End,Stmt  List  Label  Stmt  End  Remover,void,target,n  Goto  insert  Before  get  Last  remove  get  Last  move,Label  Stmt,display  Name  line  Number  phis  tag,Label  Stmt  clone  get  Display  Name  to  String,Label  And  Local  Mapper,End  Remover,keep  Local,map  transform  move  Label,Local  Ir  Method  Stmt  List  Label  Stmt  Stmt  Label  Stmt,1,0
12,collect  Local  Used  In  Phi,Ir  Method,Set  Local,,add  get  Op  get  Ops  get  Op  add,Agg  Transformer,fail  success  Merge  Result  Replace  X  local  replace  With,transform  Report  Changed  local  Can  Exec  First  local  Can  Exec  First  on  Assign  on  Use  simple  Merge  Locals  on  Assign  on  Use  mod  Replace  is  Location  Insensitive  is  Location  Insensitive,Ir  Method  Local  Stmt  Local  Value  Local  Assign  Stmt  Local  Ir  Method  boolean  Set  Stmt  Local  Assign  Stmt  Local  Ir  Method  Value  Cfg  Travel  Call  Back  Value  V  T  Value,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
13,collect  Local  Used  In  Phi,Ir  Method,Set  Local,,add  get  Op  get  Ops  get  Op  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Agg  Transformer,fail  success  Merge  Result  Replace  X  local  replace  With,transform  Report  Changed  local  Can  Exec  First  local  Can  Exec  First  on  Assign  on  Use  simple  Merge  Locals  on  Assign  on  Use  mod  Replace  is  Location  Insensitive  is  Location  Insensitive,Ir  Method  Local  Stmt  Local  Value  Local  Assign  Stmt  Local  Ir  Method  boolean  Set  Stmt  Local  Assign  Stmt  Local  Ir  Method  Value  Cfg  Travel  Call  Back  Value  V  T  Value,1,0
14,find  Invoke  Expr,Stmt  Invoke  Expr,Invoke  Expr,vt,get  Op  get  Op  get  Op,New  Transformer,ignored  keep  Frame  tmp  stmt  Traveler  current  T  Object  invoke  Stmt  local  use  Before  Init  init  Vx  init  obj,transform  replace  X  replace  A  S  T  replace  make  Sure  Used  Before  Constructor  travel  travel  merge  init  First  Frame  exec  use  T  Object  Vx,Ir  Method  Ir  Method  Ir  Method  Ir  Method  T  Object  int  Ir  Method  final  final  T  Object  T  Object  int  Stmt  Value  Vx  Vx  Stmt  Stmt  Stmt  Vx  Stmt  Local  Stmt  Invoke  Expr  Local  Assign  Stmt  T  Object  boolean,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,move  End  E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,Stmt  List  Label  Stmt  End  Remover  st  st  Value  Value  st  Value  Value  Value  Value  int  st  et  Label  And  Local  Mapper  Value  Value  Value  Value,0,0
15,find  Invoke  Expr,Stmt  Invoke  Expr,Invoke  Expr,vt,get  Op  get  Op  get  Op,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,move  End  E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,Stmt  List  Label  Stmt  End  Remover  st  st  Value  Value  st  Value  Value  Value  Value  int  st  et  Label  And  Local  Mapper  Value  Value  Value  Value,New  Transformer,ignored  keep  Frame  tmp  stmt  Traveler  current  T  Object  invoke  Stmt  local  use  Before  Init  init  Vx  init  obj,transform  replace  X  replace  A  S  T  replace  make  Sure  Used  Before  Constructor  travel  travel  merge  init  First  Frame  exec  use  T  Object  Vx,Ir  Method  Ir  Method  Ir  Method  Ir  Method  T  Object  int  Ir  Method  final  final  T  Object  T  Object  int  Stmt  Value  Vx  Vx  Stmt  Stmt  Stmt  Vx  Stmt  Local  Stmt  Invoke  Expr  Local  Assign  Stmt  T  Object  boolean,1,0
16,clean  Tags  And  Re  Index,Ir  Method,void,,,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
17,clean  Tags  And  Re  Index,Ir  Method,void,,,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,1,0
18,delete  Dead  Code,Ir  Method,void,,iterator  has  Next  next  remove,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
19,delete  Dead  Code,Ir  Method,void,,iterator  has  Next  next  remove,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,1,0
20,prepare,Ir  Method,boolean,,re  Index  Local  travel,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
21,prepare,Ir  Method,boolean,,re  Index  Local  travel,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Ir  Method  Ir  Method  Local  Assign  Stmt  Local  Local  Assign  Stmt  Local  Ir  Method  S  S  A  Value  Stmt  Local  Local  Assign  Stmt  S  S  A  Value  S  S  A  Value  Stmt  Stmt  Stmt  int  Local  Value  S  S  A  Value  Local  S  S  A  Value  Stmt  S  S  A  Value  S  S  A  Value  S  S  A  Value,1,0
22,clean,Ir  Method,void,,,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
23,clean,Ir  Method,void,,,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,1,0
24,mark  Replacable,Ir  Method,void,,equals  equals,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
25,mark  Replacable,Ir  Method,void,,equals  equals,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,1,0
26,mark  Constant,Ir  Method,void,tag,add  All  is  Empty  poll  equals  equals  add  equals  equals  add,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
27,mark  Constant,Ir  Method,void,tag,add  All  is  Empty  poll  equals  equals  add  equals  equals  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  collect  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,1,0
28,collect,Ir  Method,void,tag  tag,get  First  get  Next  trim  trim  add  add  trim  add  add,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
29,collect,Ir  Method,void,tag  tag,get  First  get  Next  trim  trim  add  add  trim  add  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  init  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,1,0
30,init,Ir  Method,void,,value  Of,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,0,0
31,init,Ir  Method,void,,value  Of,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Array  Element  Transformer,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  Const  Analyze  Value  is  Zero,Ir  Method  Ir  Method  Ir  Method  Local  Local  Assign  Stmt  Ir  Method  Ir  Method  Ir  Method  Ir  Method  Local,1,0
32,simple  Assign,List  Label  Stmt  List  Assign  Stmt  Map  Local  Local  Stmt  List,boolean,,add  All  as  List  get  Ops  get  Op  iterator  has  Next  next  contains  get  Op  remove  remove  put  get  Op  get  Op,Remove  Local  From  S  S  A,Phi  Object  parent  children  local  is  Init  By  Phi,replace  Assign  replace  Phi  get  Or  Create  link  Phi  Object  simple  Phi  remove  Loop  From  Phi  collect  Phi  Objects  fix  Replace  compare  transform  Report  Changed  on  Assign  on  Use,List  Assign  Stmt  t  List  Label  Stmt  List  Assign  Stmt  Local  Stmt  List  List  Label  Stmt  Local  Set  Value  Phi  Object  Local  Phi  Object  Phi  Object  List  Label  Stmt  Local  Set  Value  List  Label  Stmt  Local  List  Label  Stmt  t  t  t  Ir  Method  Local  Assign  Stmt  Local,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Set  Label  Stmt  Clean  Label  Stmt  List  Stmt  Stmt  Collection  Stmt  Label  And  Local  Mapper  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt  Stmt,0,0
